AREA,INT_SQFT,DIST_MAINROAD,N_BEDROOM,N_BATHROOM,N_ROOM,SALE_COND,PARK_FACIL,BUILDTYPE,UTILITY_AVAIL,STREET,MZZONE,QS_ROOMS,QS_BATHROOM,QS_BEDROOM,QS_OVERALL,REG_FEE,COMMIS,SALES_PRICE
KK Nagar,1361,60,2,1,4,AbNormal,Yes,Others,NoSewage,Gravel,RL,3,3,4,4,457413,180838,10637520
KK Nagar,1934,28,3,2,5,Family,No,House,NoSewage,Gravel,RM,3,3,2,2,425711,261976,10915660
Chrompet,1055,72,1,1,3,AbNormal,Yes,House,All Pub,Paved,RM,3,4,3,4,330437,160212,10013250
Chrompet,851,0,1,1,3,AbNormal,Yes,Others,ELO,Gravel,RM,2,3,2,2,305989,173394,10199620
Chrompet,1118,176,1,1,3,Partial,Yes,House,NoSewage,No Access,RH,2,4,3,3,228323,40772,8154400
Karapakkam,1451,32,2,2,4,Partial,No,House,NoSewage,No Access,I,3,2,5,3,225080,98816,5489750
KK Nagar,2470,70,4,2,6,Family,No,House,All Pub,Paved,RL,4,4,4,4,407138,151223,11632500
Chrompet,935,78,1,1,3,Partial,No,Commercial,All Pub,No Access,RL,4,4,3,4,342752,154791,11056500
KK Nagar,2500,137,4,2,6,AbNormal,No,House,NoSewage,Paved,RM,3,3,2,3,557226,133250,12113600
Anna Nagar,1984,191,2,1,5,Partial,No,Commercial,NoSewage,Gravel,RH,4,4,2,3,743552,371776,20654230
Anna Nagar,1818,111,2,1,5,AdjLand,No,Others,All Pub,Gravel,RM,3,2,2,2,405693,285488,15025660
Velachery,1741,109,2,1,4,AdjLand,No,Others,NoSewage,No Access,RM,4,5,2,4,329738,208834,10991250
Chrompet,1065,127,1,1,3,AdjLand,No,Others,NoSewage,Paved,RL,3,2,2,2,232284,26802,8934000
Chrompet,858,129,1,1,3,AdjLand,No,Commercial,NoSewage,Gravel,RL,3,2,3,2,382718,150768,11597500
Chrompet,702,14,1,1,2,AbNormal,No,House,All Pub,Paved,RH,3,2,3,3,205995,90123,6437350
Karapakkam,613,27,1,1,2,Normal Sale,No,House,All Pub,Gravel,A,3,3,3,3,152162,88094,4004250
Anna Nagar,1896,101,2,1,5,Normal Sale,No,Commercial,All Pub,Paved,RL,2,3,2,2,682594,393009,20684660
Karapakkam,833,154,1,1,2,Normal Sale,No,Others,All Pub,No Access,A,2,4,4,3,163356,58808,3267125
KK Nagar,2047,122,3,2,5,Family,No,Others,NoSewage,Gravel,RM,3,2,3,3,508503,272855,12402500
T Nagar,1579,94,1,1,4,Family,Yes,Commercial,All Pub,Gravel,RL,4,4,3,3,516356,363362,19124310
Chrompet,988,53,1,1,3,Family,Yes,Commercial,All Pub,Paved,RH,4,3,3,3,336550,180295,12019650
T Nagar,1667,60,1,1,4,Partial,Yes,Others,NoSewage,No Access,RM,4,4,2,3,336900,134760,13476000
Karapakkam,1184,29,1,1,3,Family,No,House,ELO,No Access,A,3,4,2,3,170696,68279,3793250
Velachery,1733,0,2,1,4,AbNormal,No,Commercial,NoSewage,No Access,A,3,3,2,3,341368,88095,11011880
Chrompet,1106,139,1,1,3,Family,Yes,House,ELO,Gravel,RH,4,3,3,3,234179,54041,9006900
KK Nagar,2058,48,4,2,6,Normal Sale,No,Commercial,NoSewage,Gravel,RL,3,2,4,3,717230,170769,17076900
Chrompet,1055,138,1,1,3,AbNormal,Yes,House,NoSewage,No Access,RL,3,4,2,3,246372,149583,8799000
T Nagar,1735,2,1,1,4,AdjLand,Yes,Others,ELO,No Access,RM,4,4,4,4,497626,113743,14217890
Chrompet,809,37,1,1,3,AbNormal,No,House,All Pub,Paved,RL,2,4,2,3,242482,29392,7347950
KK Nagar,1335,113,2,1,4,AbNormal,No,House,NoSewage,Gravel,RL,4,2,4,3,279625,207464,9020160
Karapakkam,652,128,1,1,2,Family,No,Others,All Pub,No Access,RL,3,2,2,2,244500,40750,5093750
Chrompet,1095,131,1,1,3,Partial,Yes,Others,All Pub,Gravel,RM,2,3,2,2,372954,67810,11301650
Karapakkam,1477,47,2,2,4,AdjLand,No,House,ELO,Paved,RH,2,3,4,3,368892,169076,7685250
Velachery,1819,190,3,2,5,Partial,No,Others,NoSewage,Paved,C,3,2,2,2,310069,175985,8380250
T Nagar,1982,152,2,1,5,AdjLand,Yes,House,NoSewage,Gravel,RM,2,5,4,4,397023,111167,15880930
Anna Nagar,1599,29,1,1,4,Normal Sale,No,House,ELO,Gravel,RL,2,4,3,3,341746,125307,11391530
Chrompet,941,34,1,1,3,AdjLand,No,Others,NoSewage,Gravel,RM,4,3,3,3,261795,77569,9696120
Chrompet,1198,113,1,1,3,AbNormal,No,House,NoSewage,Paved,RM,2,4,2,3,288661,81186,9020650
Adyar,967,194,1,1,3,Partial,Yes,Commercial,ELO,Paved,A,3,3,2,2,320273,40034,10008525
Velachery,1637,155,2,1,4,AdjLand,Yes,Others,NoSewage,Paved,RM,4,4,4,4,424542,121298,12129780
Karapakkam,1678,147,2,2,4,Normal Sale,No,Others,NoSewage,No Access,I,2,4,4,3,236793,169138,6765500
Adyar,1023,8,1,1,3,AdjLand,No,Others,All Pub,Paved,I,4,3,4,4,265436,8848,8847850
Karapakkam,774,78,1,1,2,Normal Sale,No,House,ELO,Gravel,C,2,4,2,2,196843,86977,4577750
Chrompet,1032,153,1,1,3,Normal Sale,No,Commercial,NoSewage,Gravel,RH,2,3,3,2,373758,140159,11679950
Chrompet,889,149,1,1,3,AbNormal,Yes,Others,NoSewage,Gravel,RM,4,4,3,3,280292,100104,10010430
Karapakkam,974,97,1,1,3,Partial,No,House,NoSewage,Paved,RL,4,3,2,3,259182,123701,5890500
Karapakkam,790,73,1,1,2,AbNormal,Yes,House,ELO,Paved,RM,2,3,3,3,235229,55348,6918500
Karapakkam,931,86,1,1,3,Family,No,House,ELO,Paved,I,4,5,4,3,169826,82340,5146250
Adyar,659,110,1,1,2,Family,Yes,House,All Pub,Gravel,RH,4,3,3,3,270163,7946,7945975
KK Nagar,2120,143,3,2,5,Partial,Yes,Commercial,All Pub,Gravel,RM,3,2,4,3,558127,167438,18604220
Chrompet,843,142,1,1,3,Family,No,Others,NoSewage,No Access,RL,3,3,2,3,191328,44153,7358760
Chrompet,736,143,1,1,2,AbNormal,No,Commercial,NoSewage,Gravel,RH,4,3,2,3,301939,94356,9435600
Chrompet,1053,121,1,1,3,Family,Yes,House,NoSewage,No Access,RH,3,3,4,3,211133,117296,7819750
Velachery,1596,87,2,1,4,Partial,No,Commercial,ELO,Gravel,C,3,4,2,3,426242,200584,12536520
Karapakkam,1368,108,2,2,4,Normal Sale,No,House,All Pub,No Access,I,2,2,2,2,195498,103180,5430500
Anna Nagar,1544,26,1,1,4,AdjLand,No,Others,NoSewage,Gravel,RM,3,3,3,3,423737,105934,13241770
KK Nagar,1486,6,2,1,4,AbNormal,No,Commercial,NoSewage,Paved,RH,3,4,3,3,439240,213345,12549700
Chrompet,1285,40,2,1,4,AbNormal,No,Others,NoSewage,No Access,RL,3,3,3,3,288856,55908,9317950
Karapakkam,1501,156,2,2,4,Normal Sale,Yes,House,NoSewage,Gravel,C,2,3,4,3,371076,123692,7730750
KK Nagar,2218,162,3,2,5,AdjLand,No,Others,NoSewage,Gravel,RL,3,4,2,3,381938,152775,12731260
Chrompet,1117,133,1,1,3,Normal Sale,Yes,House,NoSewage,No Access,RM,4,2,3,3,246778,49356,9871100
Anna Nagar,1561,142,1,1,4,AbNormal,No,House,NoSewage,Paved,RL,2,5,2,3,351093,203861,11325590
Karapakkam,792,183,1,1,2,Family,No,Others,ELO,Gravel,C,3,3,2,3,129465,90626,4315500
Adyar,1212,48,2,2,4,AbNormal,No,House,NoSewage,Paved,RH,4,4,4,4,286674,98544,8958560
T Nagar,1977,155,2,1,5,AbNormal,No,House,ELO,No Access,RL,2,3,2,2,327617,194143,12133960
Anna Nagar,1965,156,2,1,5,Partial,No,Commercial,NoSewage,Gravel,RM,4,4,4,4,644310,199958,22217590
Karapakkam,775,29,1,1,2,Normal Sale,No,House,NoSewage,Paved,RH,4,3,3,3,249063,59775,4981250
Chrompet,892,155,1,1,3,AdjLand,Yes,Others,ELO,No Access,RL,3,3,3,3,282752,111387,8568240
KK Nagar,1696,83,2,1,4,AbNormal,No,Others,NoSewage,Paved,RH,4,2,4,3,409359,232591,9303620
Chrompet,833,173,1,1,3,Partial,No,Commercial,NoSewage,Paved,RH,4,2,2,2,276935,138468,9890550
Karapakkam,541,15,1,1,2,Normal Sale,Yes,Others,NoSewage,No Access,RL,3,3,4,3,281783,89931,5995375
KK Nagar,1414,9,2,1,4,Normal Sale,Yes,Others,NoSewage,Gravel,RH,2,4,5,4,433952,247973,10332200
Velachery,1966,35,3,2,5,AbNormal,No,Commercial,All Pub,Paved,RH,2,2,2,2,508782,238492,15899450
Chrompet,704,127,1,1,2,Partial,Yes,Others,NoSewage,No Access,RM,2,2,5,3,217559,31080,7769980
Chrompet,871,2,1,1,3,AbNormal,No,Others,NoSewage,Gravel,RM,4,3,4,3,263614,65903,9414770
KK Nagar,1380,81,2,1,4,Normal Sale,Yes,Others,All Pub,Gravel,RM,2,4,3,3,342025,262219,11400820
T Nagar,1885,113,2,1,5,Normal Sale,No,Commercial,ELO,No Access,RM,2,4,3,3,803512,370852,20602870
Karapakkam,916,176,1,1,3,AbNormal,Yes,Others,NoSewage,Paved,A,2,3,4,3,208554,76836,5488250
Chrompet,1115,39,1,1,3,Partial,No,Commercial,NoSewage,Paved,RL,3,4,3,4,365445,48726,12181500
Chrompet,919,34,1,1,3,AdjLand,No,Commercial,All Pub,Paved,RH,2,4,3,3,317425,102029,11336600
Karapakkam,883,115,1,1,2,Partial,No,Others,NoSewage,No Access,C,4,4,4,4,182222,52642,4049375
KK Nagar,2065,29,3,2,5,AdjLand,Yes,House,All Pub,Gravel,RM,4,3,2,3,651668,117300,13033360
Velachery,1869,106,3,2,5,Normal Sale,No,Others,All Pub,Gravel,RL,2,2,4,2,412454,176766,11784400
Velachery,1625,181,2,1,4,AdjLand,No,Commercial,All Pub,Paved,RH,2,3,5,3,496928,241365,14197950
Karapakkam,537,186,1,1,2,Partial,Yes,House,NoSewage,Paved,RH,3,4,4,4,250604,74648,5332000
Velachery,1534,189,2,1,4,AdjLand,Yes,House,NoSewage,No Access,RM,2,2,4,3,289647,106204,9654890
Chrompet,1082,0,1,1,3,Partial,Yes,House,NoSewage,Gravel,RL,3,2,4,3,321184,126527,9732850
Chrompet,1279,143,2,1,4,AdjLand,No,Others,ELO,Gravel,RM,3,3,4,3,325972,67443,11240430
T Nagar,1544,197,1,1,4,Normal Sale,No,House,All Pub,No Access,RM,4,3,3,3,289167,115667,11566670
Chrompet,1101,78,1,1,3,Family,Yes,Commercial,NoSewage,Paved,RL,4,4,2,3,355568,136757,13675700
Karapakkam,1230,93,1,1,3,Family,No,Others,ELO,Paved,A,4,2,4,4,266364,103284,5436000
Karapakkam,956,79,1,1,3,Normal Sale,Yes,Commercial,NoSewage,Paved,C,3,3,3,3,353568,176784,7686250
Karapakkam,552,49,1,1,2,AdjLand,Yes,Others,ELO,Paved,C,2,2,4,3,210170,84068,5254250
Chrompet,925,50,1,1,3,Normal Sale,Yes,Others,NoSewage,No Access,RL,3,4,4,4,266081,77249,8583250
Anna Nagar,1822,122,2,1,5,AdjLand,Yes,House,NoSewage,Gravel,RM,3,4,4,3,382908,147272,14727220
T Nagar,1781,190,1,1,4,AdjLand,Yes,Commercial,All Pub,No Access,RH,4,2,3,3,608669,284046,20288980
Anna Nagar,1628,4,1,1,4,AbNormal,No,Others,ELO,Gravel,RL,2,4,5,3,366471,78530,13088250
KK Nagar,1736,188,2,1,4,Partial,Yes,House,NoSewage,Gravel,RL,2,2,3,2,414262,116843,10622100
KK Nagar,2016,31,3,2,5,AdjLand,No,House,NoSewage,Gravel,RL,2,4,4,3,375374,125125,11374960
Adyar,779,98,1,1,2,AdjLand,No,Others,All Pub,Gravel,A,2,2,2,2,208990,18440,6146755
Chrompet,1217,123,2,1,4,Partial,Yes,House,NoSewage,Gravel,RM,4,3,4,4,300107,139335,10718100
Velachery,1601,36,2,1,4,Partial,Yes,Commercial,NoSewage,Paved,I,2,2,3,2,403834,260538,13026890
Karapakkam,1201,34,1,1,3,Normal Sale,Yes,Commercial,All Pub,Paved,C,2,4,2,3,342198,133077,9505500
Karapakkam,579,88,1,1,2,Family,No,House,All Pub,Gravel,RH,4,2,3,3,274056,51386,5709500
KK Nagar,2289,66,4,2,6,Family,No,Commercial,NoSewage,Gravel,RM,4,4,4,4,854535,390114,18576840
Adyar,1023,67,1,1,3,AdjLand,Yes,Others,NoSewage,Paved,I,3,2,2,2,270380,9013,9012665
KK Nagar,1900,87,3,2,5,Partial,Yes,Commercial,NoSewage,Paved,RM,2,4,2,2,772422,394428,16434500
Chrompet,807,59,1,1,3,Normal Sale,Yes,Others,NoSewage,Paved,RM,2,4,3,3,251912,46650,9330090
T Nagar,1653,164,1,1,4,Family,Yes,Commercial,ELO,No Access,RM,2,2,2,2,589079,304041,19002540
KK Nagar,1452,90,2,1,4,AbNormal,Yes,Others,All Pub,Paved,RL,2,3,2,2,435863,93399,10377680
T Nagar,1934,63,2,1,5,Normal Sale,No,Commercial,All Pub,No Access,RM,2,2,2,2,707773,343163,21447680
Velachery,1972,141,3,2,5,Family,No,House,All Pub,Gravel,RM,4,2,4,3,459010,91802,11475260
Anna Nagar,1606,160,1,1,4,Normal Sale,No,House,ELO,No Access,RM,4,3,3,3,378045,103103,11455900
T Nagar,1908,30,2,1,5,Partial,No,Commercial,ELO,Paved,RL,3,4,4,3,611940,203980,20398010
Chrompet,741,32,1,1,2,AbNormal,No,Commercial,ELO,No Access,RH,3,5,2,3,264275,41293,8258600
Adyar,734,131,1,1,2,AdjLand,Yes,Commercial,All Pub,Gravel,C,3,2,4,3,398500,20436,10217940
T Nagar,1504,146,1,1,4,Partial,Yes,Commercial,ELO,No Access,RH,2,2,4,3,414886,282122,16595430
Chrompet,1121,44,1,1,3,AdjLand,No,House,ELO,No Access,RH,2,4,2,3,214830,93093,7161000
Anna Nagar,1979,80,2,1,5,Family,Yes,House,ELO,No Access,RL,4,3,3,3,401521,220189,12952300
Karapakkam,1105,137,1,1,3,AdjLand,Yes,Commercial,All Pub,No Access,I,2,4,3,3,277039,98304,8936750
Velachery,1528,176,2,1,4,Family,No,Others,ELO,Gravel,A,4,4,5,4,262180,56688,7085950
Anna Nagar,1712,51,1,1,4,AbNormal,Yes,Others,NoSewage,No Access,RH,3,2,2,2,312470,62494,12498810
Adyar,955,145,1,1,3,AbNormal,No,Others,ELO,Paved,RM,2,2,4,3,315226,19105,9552295
Chrompet,802,3,1,1,3,Normal Sale,No,Others,ELO,Gravel,RL,3,3,2,3,264750,24068,8022740
Karapakkam,701,82,1,1,2,Partial,Yes,House,NoSewage,No Access,A,4,4,2,3,140064,60568,3785500
Karapakkam,1418,175,2,2,4,Normal Sale,Yes,Others,NoSewage,No Access,C,2,3,4,3,314676,72113,6555750
Adyar,1155,150,1,1,3,Family,No,Commercial,ELO,No Access,RM,2,2,5,3,457917,134681,13468145
Chrompet,1061,147,1,1,3,Normal Sale,Yes,House,NoSewage,Gravel,RM,2,3,3,3,274247,152360,10157300
KK Nagar,2258,52,4,2,6,Normal Sale,No,Commercial,NoSewage,Paved,RL,2,4,4,3,693848,312232,17346200
Chrompet,947,145,1,1,3,AbNormal,No,House,NoSewage,Gravel,RM,2,4,3,3,226515,90606,9060600
KK Nagar,1868,26,3,2,5,AbNormal,Yes,Others,All Pub,Gravel,RL,2,4,2,2,505829,192697,12043540
T Nagar,1713,150,1,1,4,AdjLand,No,Others,All Pub,No Access,RL,2,3,2,2,382009,203738,12733640
Chrompet,886,153,1,1,3,Partial,No,Commercial,NoSewage,Paved,RH,3,4,3,4,300276,93189,10354350
KK Nagar,2122,2,3,2,5,AbNormal,No,Commercial,NoSewage,Paved,RM,3,2,4,3,566135,308801,17155600
Karapakkam,980,148,1,1,3,AbNormal,No,Others,NoSewage,Paved,RH,3,4,4,3,272118,68030,6184500
Anna Nagar,1916,15,2,1,5,Normal Sale,Yes,Commercial,All Pub,Gravel,RM,4,2,2,3,936314,444749,23407860
KK Nagar,2079,112,3,2,5,AdjLand,No,Commercial,NoSewage,Gravel,RM,3,2,3,3,563006,228721,17593940
Karapakkam,1377,112,2,2,4,Normal Sale,No,House,ELO,Paved,I,4,4,2,3,256211,115905,6100250
KK Nagar,2363,169,4,2,6,Family,No,Commercial,NoSewage,Gravel,RL,3,4,4,4,756744,184572,18457180
Karapakkam,1568,142,2,2,4,Family,Yes,House,ELO,Gravel,I,3,2,2,2,382911,62516,7814500
Adyar,1210,95,2,2,4,AdjLand,Yes,Others,NoSewage,Paved,RH,2,4,3,3,426624,67362,11226950
Karapakkam,1179,153,1,1,3,AdjLand,No,House,All Pub,No Access,I,2,4,2,2,281964,99862,5874250
Adyar,822,30,1,1,3,AbNormal,Yes,House,NoSewage,Gravel,RM,2,4,3,3,368162,48442,9688485
Chrompet,1235,177,2,1,4,AdjLand,No,House,ELO,No Access,RH,4,4,4,4,263974,127987,7999200
T Nagar,1735,116,1,1,4,AdjLand,Yes,Commercial,NoSewage,Gravel,RM,2,3,4,3,783738,283017,21770500
Chrompet,745,182,1,1,2,AbNormal,Yes,House,All Pub,Paved,RH,4,4,3,4,205700,38093,7618500
Chrompet,794,160,1,1,2,Family,No,House,All Pub,Gravel,RH,2,3,2,2,216394,47336,6762300
T Nagar,1979,61,2,1,5,AbNormal,Yes,Commercial,NoSewage,Paved,RL,3,4,4,4,681782,227261,22726060
T Nagar,1641,163,1,1,4,Normal Sale,Yes,Others,NoSewage,Paved,RL,2,4,2,3,410920,79533,13255480
Velachery,1718,57,2,1,4,Family,No,Commercial,All Pub,No Access,A,2,3,2,2,357415,250190,11913820
Chrompet,706,53,1,1,2,AbNormal,Yes,Others,NoSewage,Paved,RH,2,2,2,2,207922,114716,7169720
Adyar,728,52,1,1,2,Normal Sale,No,Commercial,All Pub,Paved,I,2,2,2,2,345583,27283,9094300
Velachery,1948,19,3,2,5,AbNormal,No,House,NoSewage,Gravel,C,3,3,4,3,359541,62920,8988520
T Nagar,1863,188,2,1,5,Family,No,Others,NoSewage,Gravel,RL,4,4,2,3,459107,250422,13912330
Anna Nagar,1849,144,2,1,5,Normal Sale,Yes,Commercial,All Pub,Paved,RH,4,4,4,4,823071,379879,21104380
Velachery,1528,143,2,1,4,AdjLand,No,Others,All Pub,No Access,C,3,3,4,3,275894,63061,7882680
Anna Nagar,1979,171,2,1,5,Partial,Yes,Others,All Pub,Paved,RH,3,3,4,3,425054,190542,14657040
KK Nagar,1639,154,2,1,4,AdjLand,Yes,Others,NoSewage,Paved,RL,3,4,4,4,454977,99873,11097000
Karapakkam,796,20,1,1,2,Partial,Yes,Others,ELO,Gravel,A,2,4,3,3,177156,110124,4788000
Chrompet,794,190,1,1,2,AdjLand,Yes,House,All Pub,No Access,RM,3,2,2,2,222252,42741,8548150
Adyar,748,116,1,1,2,Partial,Yes,Others,All Pub,Paved,C,2,3,4,3,229599,78925,7174975
Chrompet,1278,34,2,1,4,AbNormal,No,Others,NoSewage,Gravel,RL,2,4,4,3,285487,137457,10573610
Adyar,838,35,1,1,3,Normal Sale,Yes,Others,NoSewage,No Access,RH,3,3,4,3,325495,100152,8346035
KK Nagar,2459,186,4,2,6,AbNormal,Yes,House,NoSewage,Paved,RH,2,3,3,3,363220,222618,11716760
Karapakkam,1358,2,2,2,4,Normal Sale,Yes,House,NoSewage,Gravel,C,4,3,2,3,342240,171120,7130000
Karapakkam,731,60,1,1,2,Partial,No,Others,ELO,Paved,RM,3,4,4,4,195764,146823,6117625
Adyar,973,15,1,1,3,Family,Yes,Commercial,NoSewage,Gravel,A,3,4,2,3,329374,164687,10979125
Anna Nagar,1757,113,1,1,4,Family,No,Others,NoSewage,Paved,RM,2,3,3,2,368163,190899,13635670
Anna Nagar,1995,121,2,1,5,Family,Yes,Others,NoSewage,No Access,RH,5,2,2,3,543010,167080,13923340
Chrompet,870,83,1,1,3,AdjLand,No,House,ELO,No Access,RL,4,3,3,3,202579,36175,7234950
Chrompet,1035,90,1,1,3,Partial,No,Others,NoSewage,No Access,RM,2,3,3,3,223403,24823,8274200
KK Nagar,2205,74,3,2,5,AbNormal,No,Commercial,All Pub,Paved,RH,2,3,4,3,494204,230628,16473460
Chrompet,709,112,1,1,2,AdjLand,No,Commercial,All Pub,Gravel,RM,4,2,3,3,280765,78614,11230600
Karapakkam,1206,57,1,1,3,Normal Sale,No,Others,ELO,No Access,I,3,2,4,3,241595,97788,5752250
Adyar,685,39,1,1,2,Normal Sale,Yes,Others,All Pub,Gravel,A,4,2,3,3,237331,13961,6980335
Anna Nagar,1690,98,1,1,4,AdjLand,No,Commercial,NoSewage,No Access,RM,2,2,3,2,520035,288908,19260550
Adyar,786,156,1,1,2,Family,No,House,NoSewage,Paved,RH,3,2,4,3,246570,14090,7044865
Chrompet,1136,139,1,1,3,Family,No,House,NoSewage,Paved,RL,3,4,3,3,285645,129839,8655900
Chrompet,1268,166,2,1,4,Family,No,Commercial,NoSewage,No Access,RM,4,2,2,2,433470,139829,13982900
Karapakkam,1012,139,1,1,3,AbNormal,Yes,Others,ELO,Gravel,I,4,3,2,3,216589,160695,6986750
Chrompet,1198,41,1,1,3,AbNormal,Yes,Commercial,ELO,No Access,RL,3,2,2,2,402862,180593,13891800
Karapakkam,1152,78,1,1,3,Normal Sale,Yes,House,ELO,No Access,RH,2,4,3,3,291663,152172,6340500
Chrompet,1034,58,1,1,3,AbNormal,No,Commercial,NoSewage,No Access,RM,2,4,4,3,397762,48214,12053400
T Nagar,1869,143,2,1,5,AbNormal,Yes,Commercial,NoSewage,No Access,RM,3,2,3,3,851325,191548,21283130
Chrompet,773,184,1,1,2,AbNormal,Yes,House,NoSewage,Paved,RM,3,2,2,2,264747,61774,8824900
KK Nagar,2273,121,4,2,6,AbNormal,No,House,All Pub,Gravel,RL,4,3,2,3,442169,262911,11950520
Chrompet,956,163,1,1,3,AdjLand,No,Others,All Pub,Gravel,RM,2,3,4,3,326458,158283,9892670
Adyar,939,88,1,1,3,AdjLand,No,Others,ELO,Gravel,I,2,4,4,3,275959,16233,8116455
KK Nagar,1938,116,3,2,5,Family,No,House,NoSewage,Paved,RM,4,2,2,2,447084,162576,10161000
Anna Nagar,1764,143,1,1,4,Normal Sale,Yes,Commercial,NoSewage,Paved,RL,2,4,3,3,650532,223620,20329120
T Nagar,1920,166,2,1,5,AbNormal,No,Others,ELO,Gravel,RL,2,4,2,2,550566,159374,14488580
Karapakkam,525,195,1,1,2,Family,No,House,NoSewage,Paved,RL,4,2,3,3,164348,114546,4980250
Adyar,653,119,1,1,2,Family,Yes,House,NoSewage,Gravel,A,3,3,3,3,224183,48472,6059010
Anna Nagar,1700,120,1,1,4,AdjLand,Yes,Commercial,NoSewage,Paved,RH,2,2,3,2,669375,133875,19125010
Velachery,1505,22,2,1,4,Family,Yes,Commercial,NoSewage,Gravel,A,4,4,3,4,435225,157165,12089580
Karapakkam,1589,158,2,2,4,Family,Yes,Others,NoSewage,No Access,C,3,4,3,3,239922,174489,7270375
Velachery,1829,118,3,2,5,Family,No,Commercial,All Pub,No Access,C,4,2,2,3,498211,140521,12774630
Chrompet,963,64,1,1,3,Partial,Yes,Commercial,ELO,Paved,RL,3,4,2,3,338332,100246,12530800
KK Nagar,1724,64,2,1,4,AdjLand,Yes,House,NoSewage,Paved,RH,4,2,3,3,361668,205271,9774800
Adyar,731,191,1,1,2,AdjLand,Yes,House,NoSewage,No Access,RL,3,2,4,3,263853,103942,7995545
Anna Nagar,1911,9,2,1,5,Family,No,House,NoSewage,No Access,RH,2,3,4,3,444845,155696,11121130
Chrompet,1239,143,2,1,4,AdjLand,Yes,Others,NoSewage,No Access,RL,2,3,3,2,341059,93016,10335130
Karapakkam,508,108,1,1,2,Family,Yes,House,NoSewage,Gravel,A,2,5,2,3,122280,86779,3944500
Chrompet,893,174,1,1,3,Partial,No,House,NoSewage,Paved,RM,2,4,4,4,208842,96389,8032400
Velachery,1973,171,3,2,5,Normal Sale,No,Commercial,NoSewage,No Access,RM,2,5,4,4,575556,246667,16444460
Chrompet,1050,157,1,1,3,AbNormal,No,House,NoSewage,No Access,RL,2,2,4,3,208832,30938,7734500
Velachery,1779,48,2,1,4,Partial,No,Commercial,NoSewage,Gravel,I,3,2,4,3,486573,162191,13515920
Adyar,1078,106,1,1,3,Family,No,Commercial,NoSewage,Gravel,I,2,3,4,3,450308,62543,12508550
KK Nagar,2470,197,4,2,6,Normal Sale,Yes,Commercial,All Pub,Paved,RL,3,3,2,3,612354,316054,19753360
Adyar,1170,73,1,1,3,AdjLand,Yes,Commercial,NoSewage,Paved,I,2,3,4,3,459585,69634,13926830
Adyar,706,61,1,1,2,Normal Sale,No,Others,All Pub,No Access,A,2,3,2,2,193150,19315,4828750
Anna Nagar,1897,112,2,1,5,AbNormal,Yes,House,NoSewage,No Access,RH,4,3,3,4,423031,84606,12086610
KK Nagar,1858,73,3,2,5,Partial,Yes,House,NoSewage,Gravel,RM,4,3,4,4,377651,171660,11443980
Adyar,1134,133,1,1,3,Partial,Yes,House,NoSewage,Paved,RL,2,2,2,2,338990,106540,9685425
Karapakkam,1057,49,1,1,3,Partial,No,Others,NoSewage,No Access,A,3,3,4,4,154776,71435,3968625
T Nagar,1630,186,1,1,4,Family,Yes,House,NoSewage,Gravel,RH,4,4,4,4,375760,169698,12121290
KK Nagar,2202,91,3,2,5,AbNormal,No,Commercial,NoSewage,Paved,RH,3,4,2,3,743023,339206,16152680
Chrompet,1209,25,2,1,4,AbNormal,Yes,Others,ELO,No Access,RH,2,4,5,4,226521,99669,9060830
Chrompet,1068,194,1,1,3,Partial,No,Commercial,ELO,Gravel,RM,3,2,3,3,389377,53707,13426800
Karapakkam,1366,168,2,2,4,Family,Yes,House,NoSewage,No Access,RH,2,3,4,3,245192,61298,7662250
T Nagar,1727,30,1,1,4,Partial,Yes,Commercial,NoSewage,Gravel,RH,3,2,3,3,669722,315164,19697720
Anna Nagar,1673,102,1,1,4,Family,No,House,NoSewage,Paved,RM,2,4,2,3,417767,174069,11604630
T Nagar,1954,154,2,1,5,AdjLand,Yes,House,NoSewage,Paved,RM,3,2,2,2,446558,253050,14885280
Adyar,1022,195,1,1,3,Normal Sale,Yes,Commercial,NoSewage,Paved,A,3,2,4,3,440492,101652,11294655
Anna Nagar,1915,75,2,1,5,Family,Yes,House,ELO,No Access,RM,4,3,5,4,500658,135313,13531290
Chrompet,803,41,1,1,3,AbNormal,No,Others,NoSewage,No Access,RH,2,3,3,3,184197,27288,6822110
Adyar,1241,98,2,2,4,AdjLand,No,House,ELO,No Access,RM,2,2,4,3,342394,100704,10070405
Chrompet,993,89,1,1,3,AdjLand,Yes,House,NoSewage,Paved,RM,4,4,3,4,264923,122272,10189350
Adyar,779,176,1,1,2,Partial,No,Commercial,ELO,Paved,I,3,4,3,3,318691,79673,8852535
Velachery,1972,162,3,2,5,Normal Sale,Yes,House,NoSewage,No Access,RL,4,2,3,3,318332,106111,10611070
KK Nagar,2366,81,4,2,6,AbNormal,Yes,House,NoSewage,Paved,RM,2,4,3,3,472245,319085,12763380
Adyar,1104,21,1,1,3,Family,No,House,NoSewage,Gravel,RH,3,4,3,3,345035,136198,9079875
Velachery,1509,60,2,1,4,AdjLand,Yes,Others,All Pub,Paved,C,2,4,3,3,288877,83867,9318600
KK Nagar,2001,181,3,2,5,Family,Yes,Commercial,NoSewage,Paved,RL,2,3,3,3,825243,303151,16841700
Velachery,1735,159,2,1,4,Family,Yes,House,All Pub,Paved,RH,2,4,2,3,374128,163081,9593020
